source_id,ra,dec,parallax,pmra,pmdec,pm
5350337762493176192,161.44069586427833,-59.51434721208173,0.14619036505300706,-5.776840606393491,2.7903151931947403,6.4154305
5350337861254609664,161.4442688983708,-59.51291959608019,0.3863457340628574,-3.46344622292057,1.6860494686014045,3.8520412000000004
5350337865550334464,161.44973454437172,-59.50580202992403,0.04040457064498458,-6.992337255554233,2.379708643232639,7.3861895
5350337865550341248,161.44754856684943,-59.50313355513311,0.3953377157917253,-5.787720992098711,0.5292563218483769,5.8118696
5350337865550345472,161.45242366679432,-59.503501817015035,0.0754108390099591,-4.427733185053347,0.8143433272240103,4.501997
5350337865572399104,161.45044154088797,-59.50660702277892,0.5956639087580866,-4.538495076501514,1.5967636540095815,4.811194400000001
5350337865578010496,161.45313286716515,-59.50321242567218,0.482751685048501,-4.0794532912171,1.462417817228069,4.3336596
5350337899910086144,161.4552088558819,-59.503068537490655,-0.20547926453966608,-7.539693132794813,2.679487237933034,8.001664
5350337899910091392,161.46130899772288,-59.503743808458005,0.5366320484901879,-6.396216866074751,0.626235613119763,6.4268003
5350337899910095744,161.45768246718518,-59.501472151793,0.0927019742756545,-5.744471024254812,2.672860132106276,6.3358607000000005
5350337899910109568,161.45315119420226,-59.49655984960246,0.2997558257002901,-6.9487345577869535,3.2160582867733254,7.656888499999999
5350337899910113792,161.45836853065515,-59.49795379673256,-0.2209275609026617,-4.358976111518616,1.731926509576896,4.6904416
5350337899910122112,161.46050472974545,-59.49618487694995,0.4109676503332453,-6.008568660342702,3.752031298948248,7.083829400000001
5350337899910131200,161.46193507973416,-59.494735143065526,0.40592253404533696,-7.050968973239508,4.0731141394915085,8.142876
5350337899911705344,161.460012845954,-59.495757057182466,0.11897653042824732,-7.175838324059683,2.9132527513101887,7.744656
5350337899912631936,161.46571360560333,-59.49531083419489,-0.23093412622994666,-7.335093559961384,3.3687893595771135,8.0717
5350337899912632064,161.4662380560961,-59.494885913971004,0.6506848720093334,-5.305568216670972,3.3552829230623376,6.2774980000000005
5350337899932143360,161.46141710038333,-59.5042059498341,0.3733739436428752,-6.836218967582719,2.6591393147638223,7.335183
5350337899932144384,161.45607115579247,-59.500743579878105,0.21988624344481444,-5.566506076264255,2.403400306025349,6.0631943
5350337899932149248,161.46757360634496,-59.499077568060855,0.6216837934612948,-7.590198543085929,2.6166370103076275,8.028568
5350337899932570880,161.46053910852905,-59.50195108509203,0.7658703507514658,-6.177410509693093,1.9557330391202157,6.4796057000000005
5350337899932811904,161.45205690088758,-59.495383051597564,0.5272284488147058,-7.209263300996962,2.2735576883609023,7.5592685
5350343741065735424,161.49307405429022,-59.483723650119344,0.4656723460601514,-7.3487085575628175,2.914655813024918,7.9056144
5350343741065749376,161.497348688671,-59.47984830679738,0.2196354118085436,-5.031637768682429,1.8022731176589901,5.3446765
5350343741068161152,161.4926686186026,-59.48320111599593,-0.3089953719000619,-5.604889809586263,1.017485450750406,5.696496
5350343741087700480,161.4966224014412,-59.48027949552023,0.14072949165094498,-4.666995389536715,2.101338580060265,5.118249
5350343741087704064,161.4965504077811,-59.47741946785268,0.00740079357234382,-6.6992123292357055,2.6380969005310315,7.1999307
5350343775425427584,161.48143307854411,-59.4918646336546,0.16469424381630945,-5.146665927048493,2.94011409676912,5.9272623
5350343775425429632,161.475119224744,-59.488280741789076,0.6761101677201535,-6.046790260223662,3.884737303133368,7.1871314
5350343775447416448,161.47145825720008,-59.49426705357898,0.1573424405670749,-5.990996878517943,2.475931601190145,6.4824595
5350343775447416704,161.46100951544017,-59.48869399854897,0.6020087975465086,-7.333703401635091,1.4200206119232546,7.4699173
5350343775447418496,161.4741421037619,-59.49299232673109,-0.2829517629763211,-7.815006285992291,3.0692086710116837,8.396092
5350343775447422080,161.46608348170574,-59.485716985494896,0.6477352049163475,-7.341332900881497,2.6075274176386034,7.790659
5350343775447424384,161.45985589410438,-59.4810299699018,0.7396647166254595,-8.098758078660136,2.9877581006795446,8.632298
5350343775447428096,161.48126809988796,-59.48549397294178,0.214243447222484,-6.116300694630238,2.5294160049536707,6.6186914
5350343775447841152,161.47949469462037,-59.493542502864564,0.4329514313060441,-37.32983802917219,1.8493780410807408,37.37562
5350343775453025536,161.47716121223027,-59.49066613602882,2.1841640767117654,-6.332336324599254,2.0252467561270366,6.648316400000001
5350343805489809152,161.48252080487003,-59.47493048727643,0.20004128163526053,-9.47847219599271,0.521225413502064,9.492792
5350343809785193216,161.48485645060012,-59.48483790751026,0.3282245396133657,-5.982385540162859,2.07655744768632,6.332537
5350343809785200384,161.47702125622757,-59.48045361440296,-0.04497830879345618,-7.316525635238876,2.588584895701392,7.760948
5350343809785203200,161.48065473729048,-59.481440481647006,0.2335259216927835,-6.359128001077211,2.8707932937270506,6.977102799999999
5350343809785215360,161.48502174599668,-59.479821108504936,0.6138105301504817,-2.9369942046786024,-0.7339499977322637,3.027312
5350343809785222144,161.4768916917079,-59.4732852160375,0.06938098183091815,-6.159776419857905,4.552139620970044,7.6592965
5350343809785230080,161.48121706574796,-59.47304337141492,-0.028399861894077567,-5.271113006693551,3.1443495584272987,6.137716999999999
5350343809787635328,161.47477580624087,-59.4802996162926,-0.17340296866090465,-3.360829364242881,2.474801543431953,4.173705600000001
5350343809787635456,161.4752015787391,-59.470861752464465,0.14229122704543715,-6.304820588886359,3.069469202918971,7.012303999999999
5350343809787637504,161.48965463577582,-59.4808776314329,3.536269091471835,-6.022853211461266,6.273098236456263,8.696351
5350343809787638528,161.49325609209396,-59.478778361083,-1.0845132830311286,-5.693855685518639,2.3203185469994163,6.148485
5350343809787950208,161.4670615672276,-59.47587944868186,0.2281380639400145,-5.1585751269843945,2.2989286865969123,5.6476517
5350343809787963648,161.4859334005625,-59.47509656295111,2.3286838672871335,-21.153650106893874,-1.8082200312211405,21.230793
5350343809807170944,161.48775718558173,-59.48392701708615,0.6667582071232749,-5.037928132475205,6.272690046828586,8.045332
5350343809807174144,161.47562988747327,-59.475220831945975,0.9875198219942504,-8.289549707873636,3.4277439368282567,8.970286999999999
5350343844145017984,161.50890357390006,-59.471240111943686,-1.0512273268518535,-6.075085637659573,2.8560123325447613,6.7129330000000005
5350343844147711232,161.50177808986803,-59.476110027537786,0.7633459328772295,-6.203893339672256,3.9947579564453433,7.378779400000001
5350343844166926720,161.5075552811129,-59.47313907908409,0.3709899003032367,-6.770801040699625,2.7133725764681573,7.294254
5350343874209291520,161.50825850782434,-59.46474743653578,0.0966333700673084,-5.8087093601420285,2.8151474083248846,6.4549330000000005
5350343874209293568,161.51700429189566,-59.464795618254755,1.3157073381172764,-4.91226244037427,0.8374312171937588,4.9831330000000005
5350343878504792960,161.50584659272351,-59.46209717803417,0.20579190713134074,-6.570626932172138,2.469076621168176,7.019222
5350343878504827904,161.5146757289549,-59.457479130044355,0.7777276103918349,-5.810680349734827,2.196816929748927,6.2120857
5350343878504832384,161.52195181444338,-59.45991661640895,-0.08704611645211183,-6.141707497773822,2.774809113838167,6.739446000000001
5350343878504837632,161.5099700387091,-59.45443597971407,0.14623276492935905,-5.440169414462089,1.7588166971812966,5.7174190000000005
5350343878506351488,161.52249914868568,-59.45871291427099,0.2805498821944793,-7.211274043203512,2.577362327011901,7.65802
5350343878507133568,161.5114187815583,-59.459702303412456,2.7574014718925564,-5.247802521689058,5.062595665468018,7.2917285000000005
5350343878507134592,161.51269359658053,-59.455859146690656,-0.3023863042934921,-5.679801073580711,1.6063161038326532,5.902575
5350343878527090944,161.50972757844937,-59.45519179413411,-0.4705445730273506,-4.799122357202675,2.829574322957044,5.571182
5350343908563984512,161.47837347554938,-59.45646118257495,0.30014079529015736,-9.863999673609714,3.881531575525032,10.600225
5350343908569022336,161.47782661039682,-59.46791955141144,0.3399667704817865,-7.572010146918631,3.821213675853041,8.481569
5350343908569022464,161.47806570250938,-59.45837344661472,0.07326340153544368,-7.013135693890503,3.4831591472883354,7.8304834
5350343908569025024,161.48640804203762,-59.464315374633856,0.17436212354748393,-4.628246934637286,2.8381422853934537,5.429155000000001
5350343908569026048,161.4910314639746,-59.467365939619405,1.1367964013690854,-3.7294646676428296,2.9035280491088216,4.7264557
